23,23,0,0
23,22,0,0
23,19,0,0
23,18,0,0
23,15,0,0
23,14,0,0
23,11,0,0
23,10,0,0
23,7,0,0
23,6,0,0
23,3,0,0
23,2,0,0
22,23,0,0
22,22,0,0
22,19,0,0
22,18,0,0
22,15,0,0
22,14,0,0
22,11,0,0
22,10,0,0
22,7,0,0
22,6,0,0
22,3,0,0
22,2,0,0
21,23,0,0
21,22,0,0
21,19,0,0
21,18,0,0
21,15,0,0
21,14,0,0
21,11,0,0
21,10,0,0
21,7,0,0
21,6,0,0
21,3,0,0
21,2,0,0
20,23,0,0
20,22,0,0
20,19,0,0
20,18,0,0
20,15,0,0
20,14,0,0
20,11,0,0
20,10,0,0
20,7,0,0
20,6,0,0
20,3,0,0
20,2,0,0
19,23,0,0
19,22,0,0
19,19,0,0
19,18,0,0
19,15,0,0
19,14,0,0
19,11,0,0
19,10,0,0
19,7,0,0
19,6,0,0
19,3,0,0
19,2,0,0
18,23,0,0
18,22,0,0
18,19,0,0
18,18,0,0
18,15,0,0
18,14,0,0
18,11,0,0
18,10,0,0
18,7,0,0
18,6,0,0
18,3,0,0
18,2,0,0
19,13,1,0
19,12,1,0
18,13,1,0
18,12,1,0
17,23,0,0
17,22,0,0
17,19,0,0
17,18,0,0
17,15,0,0
17,14,0,0
17,11,0,0
17,10,0,0
17,7,0,0
17,6,0,0
17,3,0,0
17,2,0,0
16,23,0,0
16,22,0,0
16,19,0,0
16,18,0,0
16,7,0,0
16,6,0,0
16,3,0,0
16,2,0,0
15,23,0,0
15,22,0,0
15,19,0,0
15,18,0,0
15,7,0,0
15,6,0,0
15,3,0,0
15,2,0,0
14,15,0,0
14,14,0,0
14,11,0,0
14,10,0,0
13,15,0,0
13,14,0,0
13,11,0,0
13,10,0,0
12,25,0,0
12,24,0,0
12,21,0,0
12,20,0,0
12,19,0,0
12,18,0,0
12,7,0,0
12,6,0,0
12,5,0,0
12,4,0,0
12,1,0,0
12,0,0,0
11,25,0,1
11,24,0,1
11,21,0,0
11,20,0,0
11,19,0,0
11,18,0,0
11,7,0,0
11,6,0,0
11,5,0,0
11,4,0,0
11,1,0,1
11,0,0,1
10,15,0,0
10,14,0,0
10,11,0,0
10,10,0,0
9,15,0,0
9,14,0,0
9,13,0,0
9,12,0,0
9,11,0,0
9,10,0,0
8,23,0,0
8,22,0,0
8,19,0,0
8,18,0,0
8,15,0,0
8,14,0,0
8,13,0,0
8,12,0,0
8,11,0,0
8,10,0,0
8,7,0,0
8,6,0,0
8,3,0,0
8,2,0,0
7,23,0,0
7,22,0,0
7,19,0,0
7,18,0,0
7,15,0,0
7,14,0,0
7,11,0,0
7,10,0,0
7,7,0,0
7,6,0,0
7,3,0,0
7,2,0,0
6,23,0,0
6,22,0,0
6,19,0,0
6,18,0,0
6,15,0,0
6,14,0,0
6,11,0,0
6,10,0,0
6,7,0,0
6,6,0,0
6,3,0,0
6,2,0,0
5,23,0,0
5,22,0,0
5,19,0,0
5,18,0,0
5,15,0,0
5,14,0,0
5,11,0,0
5,10,0,0
5,7,0,0
5,6,0,0
5,3,0,0
5,2,0,0
4,23,0,0
4,22,0,0
4,19,0,0
4,18,0,0
4,7,0,0
4,6,0,0
4,3,0,0
4,2,0,0
3,23,0,0
3,22,0,0
3,19,0,0
3,18,0,0
3,7,0,0
3,6,0,0
3,3,0,0
3,2,0,0
2,23,0,0
2,22,0,0
2,19,0,0
2,18,0,0
2,14,0,0
2,13,0,0
2,12,0,0
2,11,0,0
2,7,0,0
2,6,0,0
2,3,0,0
2,2,0,0
1,14,0,0
1,13,2,0
1,12,2,1
1,11,0,0
0,14,0,0
0,13,2,2
0,12,2,3
0,11,0,0
