3,3,0,0
3,4,0,0
3,7,0,0
3,8,0,0
3,11,0,0
3,12,0,0
3,15,0,0
3,16,0,0
3,19,0,0
3,20,0,0
3,23,0,0
3,24,0,0

4,3,0,0
4,4,0,0
4,7,0,0
4,8,0,0
4,11,0,0
4,12,0,0
4,15,0,0
4,16,0,0
4,19,0,0
4,20,0,0
4,23,0,0
4,24,0,0

5,3,0,0
5,4,0,0
5,7,0,0
5,8,0,0
5,11,0,0
5,12,0,0
5,15,0,0
5,16,0,0
5,19,0,0
5,20,0,0
5,23,0,0
5,24,0,0

6,3,0,0
6,4,0,0
6,7,0,0
6,8,0,0
6,11,0,0
6,12,0,0
6,15,0,0
6,16,0,0
6,19,0,0
6,20,0,0
6,23,0,0
6,24,0,0

7,3,0,0
7,4,0,0
7,7,0,0
7,8,0,0
7,11,0,0
7,12,0,0
7,15,0,0
7,16,0,0
7,19,0,0
7,20,0,0
7,23,0,0
7,24,0,0

8,3,0,0
8,4,0,0
8,7,0,0
8,8,0,0
8,11,0,0
8,12,0,0
8,15,0,0
8,16,0,0
8,19,0,0
8,20,0,0
8,23,0,0
8,24,0,0

7,13,1,0
7,14,1,0
8,13,1,0
8,14,1,0

9,3,0,0
9,4,0,0
9,7,0,0
9,8,0,0
9,11,0,0
9,12,0,0
9,15,0,0
9,16,0,0
9,19,0,0
9,20,0,0
9,23,0,0
9,24,0,0

10,3,0,0
10,4,0,0
10,7,0,0
10,8,0,0
10,19,0,0
10,20,0,0
10,23,0,0
10,24,0,0

11,3,0,0
11,4,0,0
11,7,0,0
11,8,0,0
11,19,0,0
11,20,0,0
11,23,0,0
11,24,0,0

12,11,0,0
12,12,0,0
12,15,0,0
12,16,0,0

13,11,0,0
13,12,0,0
13,15,0,0
13,16,0,0

14,1,0,0
14,2,0,0
14,5,0,0
14,6,0,0
14,7,0,0
14,8,0,0
14,19,0,0
14,20,0,0
14,21,0,0
14,22,0,0
14,25,0,0
14,26,0,0

15,1,0,1
15,2,0,1
15,5,0,0
15,6,0,0
15,7,0,0
15,8,0,0
15,19,0,0
15,20,0,0
15,21,0,0
15,22,0,0
15,25,0,1
15,26,0,1

16,11,0,0
16,12,0,0
16,15,0,0
16,16,0,0

17,11,0,0
17,12,0,0
17,13,0,0
17,14,0,0
17,15,0,0
17,16,0,0

18,3,0,0
18,4,0,0
18,7,0,0
18,8,0,0
18,11,0,0
18,12,0,0
18,13,0,0
18,14,0,0
18,15,0,0
18,16,0,0
18,19,0,0
18,20,0,0
18,23,0,0
18,24,0,0

19,3,0,0
19,4,0,0
19,7,0,0
19,8,0,0
19,11,0,0
19,12,0,0
19,15,0,0
19,16,0,0
19,19,0,0
19,20,0,0
19,23,0,0
19,24,0,0

20,3,0,0
20,4,0,0
20,7,0,0
20,8,0,0
20,11,0,0
20,12,0,0
20,15,0,0
20,16,0,0
20,19,0,0
20,20,0,0
20,23,0,0
20,24,0,0

21,3,0,0
21,4,0,0
21,7,0,0
21,8,0,0
21,11,0,0
21,12,0,0
21,15,0,0
21,16,0,0
21,19,0,0
21,20,0,0
21,23,0,0
21,24,0,0

22,3,0,0
22,4,0,0
22,7,0,0
22,8,0,0
22,19,0,0
22,20,0,0
22,23,0,0
22,24,0,0

23,3,0,0
23,4,0,0
23,7,0,0
23,8,0,0
23,19,0,0
23,20,0,0
23,23,0,0
23,24,0,0

24,3,0,0
24,4,0,0
24,7,0,0
24,8,0,0
24,12,0,0
24,13,0,0
24,14,0,0
24,15,0,0
24,19,0,0
24,20,0,0
24,23,0,0
24,24,0,0

25,12,0,0
25,13,2,0
25,14,2,1
25,15,0,0

26,12,0,0
26,13,2,2
26,14,2,3
26,15,0,0
